ms_code,year,issue,n_votes,agree_usa_strict,agree_chn_strict
IND,2006,nuclear_weapons,4,0.5,1.0
IND,2007,colonization,1,0.0,1.0
IND,2007,disarmament,8,0.0,0.8571428571428571
IND,2007,economic_development,5,0.0,1.0
IND,2007,human_rights,15,0.0,1.0
IND,2007,israel_palestine,9,0.0,1.0
IND,2007,nuclear_weapons,4,0.0,1.0
IND,2008,colonization,5,0.0,1.0
IND,2008,disarmament,7,0.2857142857142857,0.8571428571428571
IND,2008,economic_development,5,0.0,1.0
IND,2008,human_rights,13,0.07692307692307693,1.0
IND,2008,israel_palestine,9,0.0,1.0
IND,2008,nuclear_weapons,6,0.16666666666666666,0.8
IND,2009,colonization,6,0.0,1.0
IND,2009,disarmament,4,0.25,0.0
IND,2009,economic_development,7,0.14285714285714285,1.0
IND,2009,human_rights,13,0.07692307692307693,1.0
IND,2009,israel_palestine,12,0.0,1.0
IND,2009,nuclear_weapons,3,0.3333333333333333,0.5
IND,2010,colonization,5,0.0,1.0
IND,2010,disarmament,6,0.5,0.8333333333333334
IND,2010,economic_development,2,0.0,1.0
IND,2010,human_rights,7,0.0,1.0
IND,2010,israel_palestine,10,0.0,1.0
IND,2010,nuclear_weapons,6,0.5,0.8
IND,2011,colonization,2,0.0,1.0
IND,2011,disarmament,7,0.42857142857142855,0.8
IND,2011,economic_development,3,0.0,1.0
IND,2011,human_rights,7,0.0,1.0
IND,2011,israel_palestine,7,0.0,1.0
IND,2011,nuclear_weapons,6,0.5,1.0
IND,2012,colonization,2,0.0,1.0
IND,2012,disarmament,4,0.0,1.0
IND,2012,economic_development,1,0.0,1.0
IND,2012,human_rights,7,0.0,1.0
IND,2012,israel_palestine,6,0.0,1.0
IND,2012,nuclear_weapons,4,0.0,1.0
IND,2013,colonization,6,0.0,1.0
IND,2013,disarmament,4,0.0,0.6666666666666666
IND,2013,economic_development,3,0.0,1.0
IND,2013,human_rights,8,0.0,1.0
IND,2013,israel_palestine,10,0.0,1.0
IND,2013,nuclear_weapons,3,0.0,1.0
IND,2014,colonization,2,0.0,1.0
IND,2014,disarmament,11,0.36363636363636365,0.9230769230769231
IND,2014,economic_development,3,0.3333333333333333,1.0
IND,2014,human_rights,4,0.25,1.0
IND,2014,israel_palestine,6,0.16666666666666666,1.0
IND,2014,nuclear_weapons,8,0.375,1.0
IND,2015,colonization,4,0.0,1.0
IND,2015,disarmament,9,0.3333333333333333,0.8571428571428571
IND,2015,economic_development,5,0.2,1.0
IND,2015,human_rights,13,0.15384615384615385,0.9285714285714286
IND,2015,israel_palestine,11,0.09090909090909091,1.0
IND,2015,nuclear_weapons,7,0.2857142857142857,1.0
PHL,1963,colonization,1,0.0,1.0
PHL,1963,disarmament,2,0.5,1.0
PHL,1963,nuclear_weapons,1,1.0,1.0
PHL,1976,colonization,2,0.0,1.0
PHL,1976,disarmament,1,1.0,
PHL,1976,economic_development,2,0.0,1.0
PHL,1976,human_rights,2,0.0,1.0
PHL,1976,israel_palestine,5,0.0,1.0
PHL,1976,nuclear_weapons,1,1.0,
PHL,1977,colonization,4,0.0,1.0
PHL,1977,disarmament,5,1.0,0.6
PHL,1977,economic_development,1,0.0,1.0
PHL,1977,human_rights,2,0.5,1.0
PHL,1977,israel_palestine,3,0.3333333333333333,1.0
PHL,1977,nuclear_weapons,4,1.0,0.75
PHL,1978,colonization,2,0.5,1.0
PHL,1978,disarmament,2,1.0,1.0
PHL,1978,economic_development,2,0.5,1.0
PHL,1978,human_rights,0,,1.0
PHL,1978,israel_palestine,1,0.0,
PHL,1978,nuclear_weapons,2,1.0,1.0
PHL,1979,colonization,4,0.0,1.0
PHL,1979,disarmament,4,0.5,1.0
PHL,1979,economic_development,3,0.0,1.0
PHL,1979,human_rights,5,0.4,1.0
